#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
80,CVE-2016-4568,119,,DoS Overflow,2016-05-23,2016-05-24,7.2,None,Local,Low,Not required,Complete,Complete,Complete,drivers/media/v4l2-core/videobuf2-v4l2.c in the Linux kernel before 4.5.3 allows local users to cause a denial of service (kernel memory write operation) or possibly have unspecified other impact via a crafted number of planes in a VIDIOC_DQBUF ioctl call.
81,CVE-2016-4565,264,,DoS,2016-05-23,2018-01-04,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The InfiniBand (aka IB) stack in the Linux kernel before 4.5.3 incorrectly relies on the write system call, which allows local users to cause a denial of service (kernel memory write operation) or possibly have unspecified other impact via a uAPI interface."
82,CVE-2016-4558,,,DoS,2016-05-23,2016-08-02,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,"The BPF subsystem in the Linux kernel before 4.5.5 mishandles reference counts, which allows local users to cause a denial of service (use-after-free) or possibly have unspecified other impact via a crafted application on (1) a system with more than 32 Gb of memory, related to the program reference count or (2) a 1 Tb system, related to the map reference count."
83,CVE-2016-4557,,,DoS +Priv,2016-05-23,2017-09-02,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The replace_map_fd_with_map_ptr function in kernel/bpf/verifier.c in the Linux kernel before 4.5.5 does not properly maintain an fd data structure, which allows local users to gain privileges or cause a denial of service (use-after-free) via crafted BPF instructions that reference an incorrect file descriptor."
84,CVE-2016-4486,200,,+Info,2016-05-23,2016-11-28,2.1,None,Local,Low,Not required,Partial,None,None,"The rtnl_fill_link_ifmap function in net/core/rtnetlink.c in the Linux kernel before 4.5.5 does not initialize a certain data structure, which allows local users to obtain sensitive information from kernel stack memory by reading a Netlink message."
85,CVE-2016-4485,200,,+Info,2016-05-23,2016-11-28,5.0,None,Remote,Low,Not required,Partial,None,None,"The llc_cmsg_rcv function in net/llc/af_llc.c in the Linux kernel before 4.5.5 does not initialize a certain data structure, which allows attackers to obtain sensitive information from kernel stack memory by reading a message."
86,CVE-2016-4482,200,,+Info,2016-05-23,2016-11-28,2.1,None,Local,Low,Not required,Partial,None,None,"The proc_connectinfo function in drivers/usb/core/devio.c in the Linux kernel through 4.6 does not initialize a certain data structure, which allows local users to obtain sensitive information from kernel stack memory via a crafted USBDEVFS_CONNECTINFO ioctl call."
87,CVE-2016-4470,,,DoS,2016-06-27,2018-01-04,4.9,None,Local,Low,Not required,None,None,Complete,"The key_reject_and_link function in security/keys/key.c in the Linux kernel through 4.6.3 does not ensure that a certain data structure is initialized, which allows local users to cause a denial of service (system crash) via vectors involving a crafted keyctl request2 command."
88,CVE-2016-4440,264,,DoS Exec Code,2016-06-27,2016-06-27,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"arch/x86/kvm/vmx.c in the Linux kernel through 4.6.3 mishandles the APICv on/off state, which allows guest OS users to obtain direct APIC MSR access on the host OS, and consequently cause a denial of service (host OS crash) or possibly execute arbitrary code on the host OS, via x2APIC mode."
89,CVE-2016-3955,119,,DoS Overflow,2016-07-03,2016-11-28,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,The usbip_recv_xbuff function in drivers/usb/usbip/usbip_common.c in the Linux kernel before 4.5.3 allows remote attackers to cause a denial of service (out-of-bounds write) or possibly have unspecified other impact via a crafted length value in a USB/IP packet.
90,CVE-2016-3951,,,DoS,2016-05-02,2017-08-12,4.9,None,Local,Low,Not required,None,None,Complete,Double free vulnerability in drivers/net/usb/cdc_ncm.c in the Linux kernel before 4.5 allows physically proximate attackers to cause a denial of service (system crash) or possibly have unspecified other impact by inserting a USB device with an invalid USB descriptor.
91,CVE-2016-3841,416,,DoS +Priv,2016-08-06,2018-01-04,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The IPv6 stack in the Linux kernel before 4.3.3 mishandles options data, which allows local users to gain privileges or cause a denial of service (use-after-free and system crash) via a crafted sendmsg system call."
92,CVE-2016-3713,284,,DoS +Info,2016-06-27,2016-06-27,5.6,None,Local,Low,Not required,Partial,None,Complete,"The msr_mtrr_valid function in arch/x86/kvm/mtrr.c in the Linux kernel before 4.6.1 supports MSR 0x2f8, which allows guest OS users to read or write to the kvm_arch_vcpu data structure, and consequently obtain sensitive information or cause a denial of service (system crash), via a crafted ioctl call."
93,CVE-2016-3699,264,,Exec Code Bypass,2016-10-07,2018-01-04,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,"The Linux kernel, as used in Red Hat Enterprise Linux 7.2 and Red Hat Enterprise MRG 2 and when booted with UEFI Secure Boot enabled, allows local users to bypass intended Secure Boot restrictions and execute untrusted code by appending ACPI tables to the initrd."
94,CVE-2016-3689,,,DoS,2016-05-02,2017-09-02,4.9,None,Local,Low,Not required,None,None,Complete,The ims_pcu_parse_cdc_data function in drivers/input/misc/ims-pcu.c in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (system crash) via a USB device without both a master and a slave interface.
95,CVE-2016-3672,254,,Bypass,2016-04-27,2018-10-09,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"The arch_pick_mmap_layout function in arch/x86/mm/mmap.c in the Linux kernel through 4.5.2 does not properly randomize the legacy base address, which makes it easier for local users to defeat the intended restrictions on the ADDR_NO_RANDOMIZE flag, and bypass the ASLR protection mechanism for a setuid or setgid program, by disabling stack-consumption resource limits."
96,CVE-2016-3156,399,,DoS,2016-04-27,2018-01-04,2.1,None,Local,Low,Not required,None,None,Partial,"The IPv4 implementation in the Linux kernel before 4.5.2 mishandles destruction of device objects, which allows guest OS users to cause a denial of service (host OS networking outage) by arranging for a large number of IP addresses."
97,CVE-2016-3140,,,DoS,2016-05-02,2017-09-07,4.9,None,Local,Low,Not required,None,None,Complete,The digi_port_init function in drivers/usb/serial/digi_acceleport.c in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) via a crafted endpoints value in a USB device descriptor.
98,CVE-2016-3139,,,DoS,2016-04-27,2017-09-07,4.9,None,Local,Low,Not required,None,None,Complete,The wacom_probe function in drivers/input/tablet/wacom_sys.c in the Linux kernel before 3.17 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) via a crafted endpoints value in a USB device descriptor.
99,CVE-2016-3138,,,DoS,2016-05-02,2016-11-30,4.9,None,Local,Low,Not required,None,None,Complete,The acm_probe function in drivers/usb/class/cdc-acm.c in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) via a USB device without both a control and a data endpoint descriptor.
100,CVE-2016-3137,,,DoS,2016-05-02,2016-11-30,4.9,None,Local,Low,Not required,None,None,Complete,"drivers/usb/serial/cypress_m8.c in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) via a USB device without both an interrupt-in and an interrupt-out endpoint descriptor, related to the cypress_generic_port_probe and cypress_open functions."
101,CVE-2016-3136,,,DoS,2016-05-02,2017-09-07,4.9,None,Local,Low,Not required,None,None,Complete,The mct_u232_msr_to_state function in drivers/usb/serial/mct_u232.c in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) via a crafted USB device without two interrupt-in endpoint descriptors.
102,CVE-2016-3135,189,,DoS Overflow +Priv Mem. Corr.,2016-04-27,2017-09-07,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Integer overflow in the xt_alloc_table_info function in net/netfilter/x_tables.c in the Linux kernel through 4.5.2 on 32-bit platforms allows local users to gain privileges or cause a denial of service (heap memory corruption) via an IPT_SO_SET_REPLACE setsockopt call.
103,CVE-2016-3134,119,,DoS Overflow +Priv Mem. Corr.,2016-04-27,2018-01-04,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The netfilter subsystem in the Linux kernel through 4.5.2 does not validate certain offset fields, which allows local users to gain privileges or cause a denial of service (heap memory corruption) via an IPT_SO_SET_REPLACE setsockopt call."
104,CVE-2016-3070,476,,DoS,2016-08-06,2018-01-04,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"The trace_writeback_dirty_page implementation in include/trace/events/writeback.h in the Linux kernel before 4.4 improperly interacts with mm/migrate.c, which allows local users to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact by triggering a certain page move."
105,CVE-2016-2854,264,,+Priv,2016-05-02,2017-03-14,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"The aufs module for the Linux kernel 3.x and 4.x does not properly maintain POSIX ACL xattr data, which allows local users to gain privileges by leveraging a group-writable setgid directory."
106,CVE-2016-2853,284,,+Priv,2016-05-02,2017-03-14,4.4,None,Local,Medium,Not required,Partial,Partial,Partial,"The aufs module for the Linux kernel 3.x and 4.x does not properly restrict the mount namespace, which allows local users to gain privileges by mounting an aufs filesystem on top of a FUSE filesystem, and then executing a crafted setuid program."
107,CVE-2016-2847,399,,DoS,2016-04-27,2018-01-04,4.9,None,Local,Low,Not required,None,None,Complete,"fs/pipe.c in the Linux kernel before 4.5 does not limit the amount of unread data in pipes, which allows local users to cause a denial of service (memory consumption) by creating many pipes with non-default sizes."
108,CVE-2016-2782,,,DoS,2016-04-27,2017-09-07,4.9,None,Local,Low,Not required,None,None,Complete,The treo_attach function in drivers/usb/serial/visor.c in the Linux kernel before 4.5 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact by inserting a USB device that lacks a (1) bulk-in or (2) interrupt-in endpoint.
109,CVE-2016-2550,399,,DoS Bypass,2016-04-27,2018-01-18,4.9,None,Local,Low,Not required,None,None,Complete,The Linux kernel before 4.5 allows local users to bypass file-descriptor limits and cause a denial of service (memory consumption) by leveraging incorrect tracking of descriptor ownership and sending each descriptor over a UNIX socket before closing it. NOTE: this vulnerability exists because of an incorrect fix for CVE-2013-4312.
110,CVE-2016-2549,20,,DoS,2016-04-27,2016-12-02,2.1,None,Local,Low,Not required,None,None,Partial,"sound/core/hrtimer.c in the Linux kernel before 4.4.1 does not prevent recursive callback access, which allows local users to cause a denial of service (deadlock) via a crafted ioctl call."
111,CVE-2016-2548,20,,DoS,2016-04-27,2017-09-06,4.9,None,Local,Low,Not required,None,None,Complete,"sound/core/timer.c in the Linux kernel before 4.4.1 retains certain linked lists after a close or stop action, which allows local users to cause a denial of service (system crash) via a crafted ioctl call, related to the (1) snd_timer_close and (2) _snd_timer_stop functions."
112,CVE-2016-2547,362,,DoS,2016-04-27,2017-09-06,4.7,None,Local,Medium,Not required,None,None,Complete,"sound/core/timer.c in the Linux kernel before 4.4.1 employs a locking approach that does not consider slave timer instances, which allows local users to cause a denial of service (race condition, use-after-free, and system crash) via a crafted ioctl call."
113,CVE-2016-2546,362,,DoS,2016-04-27,2017-09-06,4.7,None,Local,Medium,Not required,None,None,Complete,"sound/core/timer.c in the Linux kernel before 4.4.1 uses an incorrect type of mutex, which allows local users to cause a denial of service (race condition, use-after-free, and system crash) via a crafted ioctl call."
114,CVE-2016-2545,362,,DoS,2016-04-27,2017-09-06,4.7,None,Local,Medium,Not required,None,None,Complete,"The snd_timer_interrupt function in sound/core/timer.c in the Linux kernel before 4.4.1 does not properly maintain a certain linked list, which allows local users to cause a denial of service (race condition and system crash) via a crafted ioctl call."
115,CVE-2016-2544,362,,DoS,2016-04-27,2017-09-06,4.7,None,Local,Medium,Not required,None,None,Complete,Race condition in the queue_delete function in sound/core/seq/seq_queue.c in the Linux kernel before 4.4.1 allows local users to cause a denial of service (use-after-free and system crash) by making an ioctl call at a certain time.
116,CVE-2016-2543,,,DoS,2016-04-27,2017-09-06,4.9,None,Local,Low,Not required,None,None,Complete,"The snd_seq_ioctl_remove_events function in sound/core/seq/seq_clientmgr.c in the Linux kernel before 4.4.1 does not verify FIFO assignment before proceeding with FIFO clearing, which allows local users to cause a denial of service (NULL pointer dereference and OOPS) via a crafted ioctl call."
117,CVE-2016-2384,,,DoS,2016-04-27,2018-01-04,4.9,None,Local,Low,Not required,None,None,Complete,Double free vulnerability in the snd_usbmidi_create function in sound/usb/midi.c in the Linux kernel before 4.5 allows physically proximate attackers to cause a denial of service (panic) or possibly have unspecified other impact via vectors involving an invalid USB descriptor.
118,CVE-2016-2383,200,,+Info,2016-04-27,2016-12-02,2.1,None,Local,Low,Not required,Partial,None,None,"The adjust_branches function in kernel/bpf/verifier.c in the Linux kernel before 4.5 does not consider the delta in the backward-jump case, which allows local users to obtain sensitive information from kernel memory by creating a packet filter and then loading crafted BPF instructions."
119,CVE-2016-2188,,,DoS,2016-05-02,2017-09-07,4.9,None,Local,Low,Not required,None,None,Complete,The iowarrior_probe function in drivers/usb/misc/iowarrior.c in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) via a crafted endpoints value in a USB device descriptor.
120,CVE-2016-2187,,,DoS,2016-05-02,2016-11-28,4.9,None,Local,Low,Not required,None,None,Complete,The gtco_probe function in drivers/input/tablet/gtco.c in the Linux kernel through 4.5.2 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) via a crafted endpoints value in a USB device descriptor.
121,CVE-2016-2186,,,DoS,2016-05-02,2016-11-30,4.9,None,Local,Low,Not required,None,None,Complete,The powermate_probe function in drivers/input/misc/powermate.c in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) via a crafted endpoints value in a USB device descriptor.
122,CVE-2016-2185,,,DoS,2016-05-02,2016-11-30,4.9,None,Local,Low,Not required,None,None,Complete,The ati_remote2_probe function in drivers/input/misc/ati_remote2.c in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference and system crash) via a crafted endpoints value in a USB device descriptor.
123,CVE-2016-2184,,,DoS,2016-04-27,2017-09-07,4.9,None,Local,Low,Not required,None,None,Complete,"The create_fixed_stream_quirk function in sound/usb/quirks.c in the snd-usb-audio driver in the Linux kernel before 4.5.1 allows physically proximate attackers to cause a denial of service (NULL pointer dereference or double free, and system crash) via a crafted endpoints value in a USB device descriptor."
124,CVE-2016-2143,20,,DoS,2016-04-27,2018-01-04,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,"The fork implementation in the Linux kernel before 4.5 on s390 platforms mishandles the case of four page-table levels, which allows local users to cause a denial of service (system crash) or possibly have unspecified other impact via a crafted application, related to arch/s390/include/asm/mmu_context.h and arch/s390/include/asm/pgalloc.h."
125,CVE-2016-2117,200,,+Info,2016-05-02,2018-01-04,5.0,None,Remote,Low,Not required,Partial,None,None,"The atl2_probe function in drivers/net/ethernet/atheros/atlx/atl2.c in the Linux kernel through 4.5.2 incorrectly enables scatter/gather I/O, which allows remote attackers to obtain sensitive information from kernel memory by reading packet data."
126,CVE-2016-2085,19,,,2016-04-27,2016-12-02,2.1,None,Local,Low,Not required,None,Partial,None,"The evm_verify_hmac function in security/integrity/evm/evm_main.c in the Linux kernel before 4.5 does not properly copy data, which makes it easier for local users to forge MAC values via a timing side-channel attack."
127,CVE-2016-2070,189,,DoS,2016-05-02,2016-05-05,7.8,None,Remote,Low,Not required,None,None,Complete,The tcp_cwnd_reduction function in net/ipv4/tcp_input.c in the Linux kernel before 4.3.5 allows remote attackers to cause a denial of service (divide-by-zero error and system crash) via crafted TCP traffic.
128,CVE-2016-2069,362,,+Priv,2016-04-27,2018-01-04,4.4,None,Local,Medium,Not required,Partial,Partial,Partial,Race condition in arch/x86/mm/tlb.c in the Linux kernel before 4.4.1 allows local users to gain privileges by triggering access to a paging structure by a different CPU.
129,CVE-2016-2068,119,,DoS Overflow +Priv,2016-07-10,2016-07-11,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The MSM QDSP6 audio driver (aka sound driver) for the Linux kernel 3.x, as used in Qualcomm Innovation Center (QuIC) Android contributions for MSM devices and other products, allows attackers to gain privileges or cause a denial of service (integer overflow, and buffer overflow or buffer over-read) via a crafted application that performs a (1) AUDIO_EFFECTS_WRITE or (2) AUDIO_EFFECTS_READ operation, aka Qualcomm internal bug CR1006609."
130,CVE-2016-2067,264,,+Priv,2016-07-10,2016-07-11,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"drivers/gpu/msm/kgsl.c in the MSM graphics driver (aka GPU driver) for the Linux kernel 3.x, as used in Qualcomm Innovation Center (QuIC) Android contributions for MSM devices and other products, mishandles the KGSL_MEMFLAGS_GPUREADONLY flag, which allows attackers to gain privileges by leveraging accidental read-write mappings, aka Qualcomm internal bug CR988993."
131,CVE-2016-2066,119,,DoS Overflow +Priv Mem. Corr.,2016-06-12,2016-11-28,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Integer signedness error in the MSM QDSP6 audio driver for the Linux kernel 3.x, as used in Qualcomm Innovation Center (QuIC) Android contributions for MSM devices and other products, allows attackers to gain privileges or cause a denial of service (memory corruption) via a crafted application that makes an ioctl call."
132,CVE-2016-2065,787,,DoS Mem. Corr.,2016-08-07,2016-11-28,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"sound/soc/msm/qdsp6v2/msm-audio-effects-q6-v2.c in the MSM QDSP6 audio driver for the Linux kernel 3.x, as used in Qualcomm Innovation Center (QuIC) Android contributions for MSM devices and other products, allows attackers to cause a denial of service (out-of-bounds write and memory corruption) or possibly have unspecified other impact via a crafted application that makes an ioctl call triggering incorrect use of a parameters pointer."
133,CVE-2016-2064,125,,DoS,2016-08-07,2016-11-28,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"sound/soc/msm/qdsp6v2/msm-audio-effects-q6-v2.c in the MSM QDSP6 audio driver for the Linux kernel 3.x, as used in Qualcomm Innovation Center (QuIC) Android contributions for MSM devices and other products, allows attackers to cause a denial of service (buffer over-read) or possibly have unspecified other impact via a crafted application that makes an ioctl call specifying many commands."
134,CVE-2016-2063,119,,DoS Overflow,2016-08-07,2016-11-28,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Stack-based buffer overflow in the supply_lm_input_write function in drivers/thermal/supply_lm_core.c in the MSM Thermal driver for the Linux kernel 3.x, as used in Qualcomm Innovation Center (QuIC) Android contributions for MSM devices and other products, allows attackers to cause a denial of service or possibly have unspecified other impact via a crafted application that sends a large amount of data through the debugfs interface."
135,CVE-2016-2062,20,,DoS Overflow,2016-05-05,2016-11-30,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The adreno_perfcounter_query_group function in drivers/gpu/msm/adreno_perfcounter.c in the Adreno GPU driver for the Linux kernel 3.x, as used in Qualcomm Innovation Center (QuIC) Android contributions for MSM devices and other products, uses an incorrect integer data type, which allows attackers to cause a denial of service (integer overflow, heap-based buffer overflow, and incorrect memory allocation) or possibly have unspecified other impact via a crafted IOCTL_KGSL_PERFCOUNTER_QUERY ioctl call."
136,CVE-2016-2061,264,,DoS Overflow +Priv Mem. Corr.,2016-06-12,2016-06-14,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Integer signedness error in the MSM V4L2 video driver for the Linux kernel 3.x, as used in Qualcomm Innovation Center (QuIC) Android contributions for MSM devices and other products, allows attackers to gain privileges or cause a denial of service (array overflow and memory corruption) via a crafted application that triggers an msm_isp_axi_create_stream call."
137,CVE-2016-2059,362,,DoS +Priv,2016-05-05,2016-11-30,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The msm_ipc_router_bind_control_port function in net/ipc_router/ipc_router_core.c in the IPC router kernel module for the Linux kernel 3.x, as used in Qualcomm Innovation Center (QuIC) Android contributions for MSM devices and other products, does not verify that a port is a client port, which allows attackers to gain privileges or cause a denial of service (race condition and list corruption) by making many BIND_CONTROL_PORT ioctl calls."
138,CVE-2016-2053,310,,DoS,2016-05-02,2018-08-30,4.7,None,Local,Medium,Not required,None,None,Complete,"The asn1_ber_decoder function in lib/asn1_decoder.c in the Linux kernel before 4.3 allows attackers to cause a denial of service (panic) via an ASN.1 BER file that lacks a public key, leading to mishandling by the public_key_verify_signature function in crypto/asymmetric_keys/public_key.c."
139,CVE-2016-1583,119,,DoS Overflow +Priv,2016-06-27,2018-12-06,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The ecryptfs_privileged_open function in fs/ecryptfs/kthread.c in the Linux kernel before 4.6.3 allows local users to gain privileges or cause a denial of service (stack memory consumption) via vectors involving crafted mmap calls for /proc pathnames, leading to recursive pagefault handling."
140,CVE-2016-1576,264,,+Priv,2016-05-02,2016-05-06,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The overlayfs implementation in the Linux kernel through 4.5.2 does not properly restrict the mount namespace, which allows local users to gain privileges by mounting an overlayfs filesystem on top of a FUSE filesystem, and then executing a crafted setuid program."
141,CVE-2016-1575,264,,+Priv,2016-05-02,2017-05-08,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The overlayfs implementation in the Linux kernel through 4.5.2 does not properly maintain POSIX ACL xattr data, which allows local users to gain privileges by leveraging a group-writable setgid directory."
142,CVE-2016-1237,284,,Bypass,2016-06-29,2016-11-28,4.9,None,Local,Low,Not required,Complete,None,None,"nfsd in the Linux kernel through 4.6.3 allows local users to bypass intended file-permission restrictions by setting a POSIX ACL, related to nfs2acl.c, nfs3acl.c, and nfs4acl.c."
143,CVE-2016-0823,200,,+Info,2016-03-12,2016-11-28,2.1,None,Local,Low,Not required,Partial,None,None,"The pagemap_open function in fs/proc/task_mmu.c in the Linux kernel before 3.19.3, as used in Android 6.0.1 before 2016-03-01, allows local users to obtain sensitive physical-address information by reading a pagemap file, aka Android internal bug 25739721."
144,CVE-2016-0821,254,,Bypass,2016-03-12,2016-11-30,5.0,None,Remote,Low,Not required,None,Partial,None,"The LIST_POISON feature in include/linux/poison.h in the Linux kernel before 4.3, as used in Android 6.0.1 before 2016-03-01, does not properly consider the relationship to the mmap_min_addr value, which makes it easier for attackers to bypass a poison-pointer protection mechanism by triggering the use of an uninitialized list entry, aka Android internal bug 26186802, a different vulnerability than CVE-2015-3636."
145,CVE-2016-0774,20,,DoS +Priv,2016-04-27,2016-12-02,5.6,None,Local,Low,Not required,Partial,None,Complete,"The (1) pipe_read and (2) pipe_write implementations in fs/pipe.c in a certain Linux kernel backport in the linux package before 3.2.73-2+deb7u3 on Debian wheezy and the kernel package before 3.10.0-229.26.2 on Red Hat Enterprise Linux (RHEL) 7.1 do not properly consider the side effects of failed __copy_to_user_inatomic and __copy_from_user_inatomic calls, which allows local users to cause a denial of service (system crash) or possibly gain privileges via a crafted application, aka an ""I/O vector array overrun."" NOTE: this vulnerability exists because of an incorrect fix for CVE-2015-1805."
146,CVE-2016-0758,,,Overflow +Priv,2016-06-27,2016-11-28,7.2,None,Local,Low,Not required,Complete,Complete,Complete,Integer overflow in lib/asn1_decoder.c in the Linux kernel before 4.6 allows local users to gain privileges via crafted ASN.1 data.
147,CVE-2016-0728,,,DoS Overflow +Priv,2016-02-07,2017-11-09,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The join_session_keyring function in security/keys/process_keys.c in the Linux kernel before 4.4.1 mishandles object references in a certain error case, which allows local users to gain privileges or cause a denial of service (integer overflow and use-after-free) via crafted keyctl commands."
148,CVE-2016-0723,362,,DoS +Info,2016-02-07,2016-12-05,5.6,None,Local,Low,Not required,Partial,None,Complete,Race condition in the tty_ioctl function in drivers/tty/tty_io.c in the Linux kernel through 4.4.1 allows local users to obtain sensitive information from kernel memory or cause a denial of service (use-after-free and system crash) by making a TIOCGETD ioctl call during processing of a TIOCSETD ioctl call.
149,CVE-2015-8970,476,,DoS,2016-11-27,2018-08-13,4.9,None,Local,Low,Not required,None,None,Complete,"crypto/algif_skcipher.c in the Linux kernel before 4.4.2 does not verify that a setkey operation has been performed on an AF_ALG socket before an accept system call is processed, which allows local users to cause a denial of service (NULL pointer dereference and system crash) via a crafted application that does not supply a key, related to the lrw_crypt function in crypto/lrw.c."
150,CVE-2015-8967,264,,+Priv Bypass,2016-12-08,2016-12-09,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"arch/arm64/kernel/sys.c in the Linux kernel before 4.0 allows local users to bypass the ""strict page permissions"" protection mechanism and modify the system-call table, and consequently gain privileges, by leveraging write access."
151,CVE-2015-8966,264,,+Priv,2016-12-08,2016-12-09,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"arch/arm/kernel/sys_oabi-compat.c in the Linux kernel before 4.4 allows local users to gain privileges via a crafted (1) F_OFD_GETLK, (2) F_OFD_SETLK, or (3) F_OFD_SETLKW command in an fcntl64 system call."
152,CVE-2015-8964,200,,+Info,2016-11-16,2016-11-28,7.1,None,Remote,Medium,Not required,Complete,None,None,The tty_set_termios_ldisc function in drivers/tty/tty_ldisc.c in the Linux kernel before 4.5 allows local users to obtain sensitive information from kernel memory by reading a tty data structure.
153,CVE-2015-8963,416,,DoS +Priv,2016-11-16,2016-11-28,7.6,None,Remote,High,Not required,Complete,Complete,Complete,Race condition in kernel/events/core.c in the Linux kernel before 4.4 allows local users to gain privileges or cause a denial of service (use-after-free) by leveraging incorrect handling of an swevent data structure during a CPU unplug operation.
154,CVE-2015-8962,415,,DoS +Priv Mem. Corr.,2016-11-16,2017-01-17,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,Double free vulnerability in the sg_common_write function in drivers/scsi/sg.c in the Linux kernel before 4.4 allows local users to gain privileges or cause a denial of service (memory corruption and system crash) by detaching a device during an SG_IO ioctl call.
155,CVE-2015-8961,416,,DoS +Priv,2016-11-16,2017-01-17,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,The __ext4_journal_stop function in fs/ext4/ext4_jbd2.c in the Linux kernel before 4.3.3 allows local users to gain privileges or cause a denial of service (use-after-free) by leveraging improper access to a certain error field.
156,CVE-2015-8956,476,,DoS +Info,2016-10-10,2018-01-04,3.6,None,Local,Low,Not required,Partial,None,Partial,The rfcomm_sock_bind function in net/bluetooth/rfcomm/sock.c in the Linux kernel before 4.2 allows local users to obtain sensitive information or cause a denial of service (NULL pointer dereference) via vectors involving a bind system call on a Bluetooth RFCOMM socket.
157,CVE-2015-8955,264,,DoS +Priv,2016-10-10,2016-11-28,6.9,None,Local,Medium,Not required,Complete,Complete,Complete,arch/arm64/kernel/perf_event.c in the Linux kernel before 4.1 on arm64 platforms allows local users to gain privileges or cause a denial of service (invalid pointer dereference) via vectors involving events that are mishandled during a span of multiple HW PMUs.
158,CVE-2015-8953,399,,DoS,2016-10-16,2016-11-28,4.9,None,Local,Low,Not required,None,None,Complete,"fs/overlayfs/copy_up.c in the Linux kernel before 4.2.6 uses an incorrect cleanup code path, which allows local users to cause a denial of service (dentry reference leak) via filesystem operations on a large file in a lower overlayfs layer."
159,CVE-2015-8952,19,,DoS,2016-10-16,2018-03-15,2.1,None,Local,Low,Not required,None,None,Partial,"The mbcache feature in the ext2 and ext4 filesystem implementations in the Linux kernel before 4.6 mishandles xattr block caching, which allows local users to cause a denial of service (soft lockup) via filesystem operations in environments that use many attributes, as demonstrated by Ceph and Samba."
160,CVE-2015-8950,200,,+Info,2016-10-10,2016-11-28,4.3,None,Remote,Medium,Not required,Partial,None,None,"arch/arm64/mm/dma-mapping.c in the Linux kernel before 4.0.3, as used in the ION subsystem in Android and other products, does not initialize certain data structures, which allows local users to obtain sensitive information from kernel memory by triggering a dma_mmap call."
161,CVE-2015-8944,200,,+Info,2016-08-06,2016-11-28,4.3,None,Remote,Medium,Not required,Partial,None,None,"The ioresources_init function in kernel/resource.c in the Linux kernel through 4.7, as used in Android before 2016-08-05 on Nexus 6 and 7 (2013) devices, uses weak permissions for /proc/iomem, which allows local users to obtain sensitive information by reading this file, aka Android internal bug 28814213 and Qualcomm internal bug CR786116. NOTE: the permissions may be intentional in most non-Android contexts."
