#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,
10,CVE-2015-8216,17,,DoS,2015-11-16,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ljpeg_decode_yuv_scan function in libavcodec/mjpegdec.c in FFmpeg before 2.8.2 omits certain width and height checks, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted MJPEG data."
11,CVE-2015-6826,20,,DoS,2015-09-05,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ff_rv34_decode_init_thread_copy function in libavcodec/rv34.c in FFmpeg before 2.7.2 does not initialize certain structure members, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via crafted (1) RV30 or (2) RV40 RealVideo data."
12,CVE-2015-6825,20,,DoS,2015-09-05,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ff_frame_thread_init function in libavcodec/pthread_frame.c in FFmpeg before 2.7.2 mishandles certain memory-allocation failures, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via a crafted file, as demonstrated by an AVI file."
13,CVE-2015-6824,20,,DoS,2015-09-05,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The sws_init_context function in libswscale/utils.c in FFmpeg before 2.7.2 does not initialize certain pixbuf data structures, which allows remote attackers to cause a denial of service (segmentation violation) or possibly have unspecified other impact via crafted video data."
14,CVE-2015-6823,17,,DoS,2015-09-05,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The allocate_buffers function in libavcodec/alac.c in FFmpeg before 2.7.2 does not initialize certain context data, which allows remote attackers to cause a denial of service (segmentation violation) or possibly have unspecified other impact via crafted Apple Lossless Audio Codec (ALAC) data."
15,CVE-2015-6822,17,,DoS,2015-09-05,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The destroy_buffers function in libavcodec/sanm.c in FFmpeg before 2.7.2 does not properly maintain height and width values in the video context, which allows remote attackers to cause a denial of service (segmentation violation and application crash) or possibly have unspecified other impact via crafted LucasArts Smush video data."
16,CVE-2015-6821,20,,DoS,2015-09-05,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ff_mpv_common_init function in libavcodec/mpegvideo.c in FFmpeg before 2.7.2 does not properly maintain the encoding context, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via crafted MPEG data."
17,CVE-2015-6820,119,,DoS Overflow,2015-09-05,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The ff_sbr_apply function in libavcodec/aacsbr.c in FFmpeg before 2.7.2 does not check for a matching AAC frame syntax element before proceeding with Spectral Band Replication calculations, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted AAC data."
18,CVE-2015-6819,189,,DoS,2015-09-05,2016-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Multiple integer underflows in the ff_mjpeg_decode_frame function in libavcodec/mjpegdec.c in FFmpeg before 2.7.2 allow remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted MJPEG data.
19,CVE-2015-6818,17,,DoS,2015-09-05,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The decode_ihdr_chunk function in libavcodec/pngdec.c in FFmpeg before 2.7.2 does not enforce uniqueness of the IHDR (aka image header) chunk in a PNG image, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted image with two or more of these chunks."
20,CVE-2015-6761,362,,DoS Mem. Corr.,2015-10-15,2018-12-21,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The update_dimensions function in libavcodec/vp8.c in FFmpeg through 2.8.1, as used in Google Chrome before 46.0.2490.71 and other products, relies on a coefficient-partition count during multi-threaded operation, which allows remote attackers to cause a denial of service (race condition and memory corruption) or possibly have unspecified other impact via a crafted WebM file."
21,CVE-2015-3417,,,DoS,2015-04-24,2017-06-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Use-after-free vulnerability in the ff_h264_free_tables function in libavcodec/h264.c in FFmpeg before 2.3.6 allows remote attackers to cause a denial of service or possibly have unspecified other impact via crafted H.264 data in an MP4 file, as demonstrated by an HTML VIDEO element that references H.264 data."
22,CVE-2015-3395,119,,Overflow,2015-06-16,2017-06-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The msrle_decode_pal4 function in msrledec.c in Libav before 10.7 and 11.x before 11.4 and FFmpeg before 2.0.7, 2.2.x before 2.2.15, 2.4.x before 2.4.8, 2.5.x before 2.5.6, and 2.6.x before 2.6.2 allows remote attackers to have unspecified impact via a crafted image, related to a pixel pointer, which triggers an out-of-bounds array access."
23,CVE-2015-1872,119,,DoS Overflow,2015-07-26,2017-09-20,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The ff_mjpeg_decode_sof function in libavcodec/mjpegdec.c in FFmpeg before 2.5.4 does not validate the number of components in a JPEG-LS Start Of Frame segment, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Motion JPEG data."
24,CVE-2014-9676,,,DoS Exec Code,2015-02-27,2016-11-29,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The seg_write_packet function in libavformat/segment.c in ffmpeg 2.1.4 and earlier does not free the correct memory location, which allows remote attackers to cause a denial of service (""invalid memory handler"") and possibly execute arbitrary code via a crafted video that triggers a use after free."
25,CVE-2014-9604,189,,DoS,2015-01-16,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavcodec/utvideodec.c in FFmpeg before 2.5.2 does not check for a zero value of a slice height, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Ut Video data, related to the (1) restore_median and (2) restore_median_il functions."
26,CVE-2014-9603,20,,DoS,2015-01-16,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The vmd_decode function in libavcodec/vmdvideo.c in FFmpeg before 2.5.2 does not validate the relationship between a certain length value and the frame width, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Sierra VMD video data."
27,CVE-2014-9602,189,,DoS,2015-01-16,2016-12-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"libavcodec/xface.h in FFmpeg before 2.5.2 establishes certain digits and words array dimensions that do not satisfy a required mathematical relationship, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted X-Face image data."
28,CVE-2014-7937,119,,DoS Overflow,2015-01-22,2017-01-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Multiple off-by-one errors in libavcodec/vorbisdec.c in FFmpeg before 2.4.2, as used in Google Chrome before 40.0.2214.91, allow remote attackers to cause a denial of service (use-after-free) or possibly have unspecified other impact via crafted Vorbis I data."
29,CVE-2014-7933,,,DoS,2015-01-22,2017-01-02,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Use-after-free vulnerability in the matroska_read_seek function in libavformat/matroskadec.c in FFmpeg before 2.5.1, as used in Google Chrome before 40.0.2214.91, allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted Matroska file that triggers improper maintenance of tracks data."
1,CVE-2016-9561,399,,DoS,2016-12-23,2016-12-23,4.3,None,Remote,Medium,Not required,None,None,Partial,"The che_configure function in libavcodec/aacdec_template.c in FFmpeg before 3.2.1 allows remote attackers to cause a denial of service (allocation of huge memory, and being killed by the OS) via a crafted MOV file."
2,CVE-2016-8595,20,,DoS,2016-12-23,2017-01-03,4.3,None,Remote,Medium,Not required,None,None,Partial,The gsm_parse function in libavcodec/gsm_parser.c in FFmpeg before 3.1.5 allows remote attackers to cause a denial of service (assert fault) via a crafted AVI file.
3,CVE-2016-7905,476,,DoS,2016-12-23,2017-06-30,4.3,None,Remote,Medium,Not required,None,None,Partial,The read_gab2_sub function in libavformat/avidec.c in FFmpeg before 3.1.4 allows remote attackers to cause a denial of service (NULL pointer used) via a crafted AVI file.
4,CVE-2016-7785,20,,DoS,2016-12-23,2017-06-30,4.3,None,Remote,Medium,Not required,None,None,Partial,The avi_read_seek function in libavformat/avidec.c in FFmpeg before 3.1.4 allows remote attackers to cause a denial of service (assert fault) via a crafted AVI file.
5,CVE-2016-7562,119,,DoS Overflow,2016-12-23,2017-06-30,4.3,None,Remote,Medium,Not required,None,None,Partial,The ff_draw_pc_font function in libavcodec/cga_data.c in FFmpeg before 3.1.4 allows remote attackers to cause a denial of service (buffer overflow) via a crafted AVI file.
6,CVE-2016-7555,200,,+Info,2016-12-23,2017-06-30,4.3,None,Remote,Medium,Not required,Partial,None,None,"The avi_read_header function in libavformat/avidec.c in FFmpeg before 3.1.4 is vulnerable to memory leak when decoding an AVI file that has a crafted ""strh"" structure."
7,CVE-2016-7502,125,,,2016-12-23,2017-06-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The cavs_idct8_add_c function in libavcodec/cavsdsp.c in FFmpeg before 3.1.4 is vulnerable to reading out-of-bounds memory when decoding with cavs_decode.
8,CVE-2016-7450,125,,,2016-12-23,2017-06-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The ff_log2_16bit_c function in libavutil/intmath.h in FFmpeg before 3.1.4 is vulnerable to reading out-of-bounds memory when it decodes a malformed AIFF file.
9,CVE-2016-7122,399,,,2016-12-23,2017-06-30,4.3,None,Remote,Medium,Not required,None,None,Partial,The avi_read_nikon function in libavformat/avidec.c in FFmpeg before 3.1.4 is vulnerable to infinite loop when it decodes an AVI file that has a crafted 'nctg' structure.
10,CVE-2016-6881,399,,DoS,2016-12-23,2016-12-23,4.3,None,Remote,Medium,Not required,None,None,Partial,The zlib_refill function in libavformat/swfdec.c in FFmpeg before 3.1.3 allows remote attackers to cause an infinite loop denial of service via a crafted SWF file.
11,CVE-2016-6671,119,,DoS Exec Code Overflow Mem. Corr.,2016-12-23,2016-12-23,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The raw_decode function in libavcodec/rawdec.c in FFmpeg before 3.1.2 allows remote attackers to cause a denial of service (memory corruption) or execute arbitrary code via a crafted SWF file.
12,CVE-2016-3062,119,,DoS Exec Code Overflow Mem. Corr.,2016-06-16,2018-10-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The mov_read_dref function in libavformat/mov.c in Libav before 11.7 and FFmpeg before 0.11 allows remote attackers to cause a denial of service (memory corruption) or execute arbitrary code via the entries value in a dref box in an MP4 file.
13,CVE-2016-2330,119,,DoS Overflow,2016-02-12,2016-12-06,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"libavcodec/gif.c in FFmpeg before 2.8.6 does not properly calculate a buffer size, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted .tga file, related to the gif_image_write_image, gif_encode_init, and gif_encode_close functions."
14,CVE-2016-2329,119,,DoS Overflow,2016-02-12,2018-10-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"libavcodec/tiff.c in FFmpeg before 2.8.6 does not properly validate RowsPerStrip values and YCbCr chrominance subsampling factors, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted TIFF file, related to the tiff_decode_tag and decode_frame functions."
15,CVE-2016-2328,119,,DoS Overflow,2016-02-12,2016-12-06,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"libswscale/swscale_unscaled.c in FFmpeg before 2.8.6 does not validate certain height values, which allows remote attackers to cause a denial of service (out-of-bounds array read access) or possibly have unspecified other impact via a crafted .cine file, related to the bayer_to_rgb24_wrapper and bayer_to_yv12_wrapper functions."
16,CVE-2016-2327,119,,DoS Overflow,2016-02-12,2016-12-06,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"libavcodec/pngenc.c in FFmpeg before 2.8.5 uses incorrect line sizes in certain row calculations, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted .avi file, related to the apng_encode_frame and encode_apng functions."
17,CVE-2016-2326,190,,DoS Overflow,2016-02-12,2017-06-30,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the asf_write_packet function in libavformat/asfenc.c in FFmpeg before 2.8.5 allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted PTS (aka presentation timestamp) value in a .mov file.
18,CVE-2016-2213,119,,DoS Overflow,2016-02-03,2016-12-05,4.3,None,Remote,Medium,Not required,None,None,Partial,The jpeg2000_decode_tile function in libavcodec/jpeg2000dec.c in FFmpeg before 2.8.6 allows remote attackers to cause a denial of service (out-of-bounds array read access) via crafted JPEG 2000 data.
19,CVE-2016-1898,200,,+Info,2016-01-14,2018-10-30,4.3,None,Remote,Medium,Not required,Partial,None,None,"FFmpeg 2.x allows remote attackers to conduct cross-origin attacks and read arbitrary files by using the subfile protocol in an HTTP Live Streaming (HLS) M3U8 file, leading to an external HTTP request in which the URL string contains an arbitrary line of a local file."
20,CVE-2016-1897,200,,+Info,2016-01-14,2018-10-30,4.3,None,Remote,Medium,Not required,Partial,None,None,"FFmpeg 2.x allows remote attackers to conduct cross-origin attacks and read arbitrary files by using the concat protocol in an HTTP Live Streaming (HLS) M3U8 file, leading to an external HTTP request in which the URL string contains the first line of a local file."
1,CVE-2017-17555,476,,DoS,2017-12-11,2018-08-13,4.3,None,Remote,Medium,Not required,None,None,Partial,"The swri_audio_convert function in audioconvert.c in FFmpeg libswresample through 3.0.101, as used in FFmpeg 3.4.1, aubio 0.4.6, and other products, allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted audio file."
2,CVE-2017-17081,125,,DoS,2017-11-30,2018-01-28,4.3,None,Remote,Medium,Not required,None,None,Partial,"The gmc_mmx function in libavcodec/x86/mpegvideodsp.c in FFmpeg 3.4 does not properly validate widths and heights, which allows remote attackers to cause a denial of service (integer signedness error and out-of-array read) via a crafted MPEG file."
3,CVE-2017-16840,125,,DoS,2017-11-21,2017-12-12,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The VC-2 Video Compression encoder in FFmpeg 3.4 allows remote attackers to cause a denial of service (out-of-bounds read) because of incorrect buffer padding for non-Haar wavelets, related to libavcodec/vc2enc.c and libavcodec/vc2enc_dwt.c."
4,CVE-2017-15672,125,,,2017-11-06,2019-01-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The read_header function in libavcodec/ffv1dec.c in FFmpeg 3.3.4 and earlier allows remote attackers to have unspecified impact via a crafted MP4 file, which triggers an out-of-bounds read."
5,CVE-2017-15186,415,,DoS,2017-10-24,2017-11-28,4.3,None,Remote,Medium,Not required,None,None,Partial,Double free vulnerability in FFmpeg 3.3.4 and earlier allows remote attackers to cause a denial of service via a crafted AVI file.
6,CVE-2017-14767,119,,DoS Overflow,2017-09-27,2019-01-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The sdp_parse_fmtp_config_h264 function in libavformat/rtpdec_h264.c in FFmpeg before 3.3.4 mishandles empty sprop-parameter-sets values, which allows remote attackers to cause a denial of service (heap buffer overflow) or possibly have unspecified other impact via a crafted sdp file."
7,CVE-2017-14225,476,,,2017-09-09,2017-11-03,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The av_color_primaries_name function in libavutil/pixdesc.c in FFmpeg 3.3.3 may return a NULL pointer depending on a value contained in a file, but callers do not anticipate this, as demonstrated by the avcodec_string function in libavcodec/utils.c, leading to a NULL pointer dereference. (It is also conceivable that there is security relevance for a NULL pointer dereference in av_color_primaries_name calls within the ffprobe command-line program.)"
8,CVE-2017-14223,399,,,2017-09-08,2017-11-03,7.1,None,Remote,Medium,Not required,None,None,Complete,"In libavformat/asfdec_f.c in FFmpeg 3.3.3, a DoS in asf_build_simple_index() due to lack of an EOF (End of File) check might cause huge CPU consumption. When a crafted ASF file, which claims a large ""ict"" field in the header but does not contain sufficient backing data, is provided, the for loop would consume huge CPU and memory resources, since there is no EOF check inside the loop."
9,CVE-2017-14222,399,,,2017-09-08,2017-11-03,7.1,None,Remote,Medium,Not required,None,None,Complete,"In libavformat/mov.c in FFmpeg 3.3.3, a DoS in read_tfra() due to lack of an EOF (End of File) check might cause huge CPU and memory consumption. When a crafted MOV file, which claims a large ""item_count"" field in the header but does not contain sufficient backing data, is provided, the loop would consume huge CPU and memory resources, since there is no EOF check inside the loop."
10,CVE-2017-14171,399,,,2017-09-07,2019-01-08,7.1,None,Remote,Medium,Not required,None,None,Complete,"In libavformat/nsvdec.c in FFmpeg 3.3.3, a DoS in nsv_parse_NSVf_header() due to lack of an EOF (End of File) check might cause huge CPU consumption. When a crafted NSV file, which claims a large ""table_entries_used"" field in the header but does not contain sufficient backing data, is provided, the loop over 'table_entries_used' would consume huge CPU resources, since there is no EOF check inside the loop."
11,CVE-2017-14170,399,,,2017-09-07,2019-01-08,7.1,None,Remote,Medium,Not required,None,None,Complete,"In libavformat/mxfdec.c in FFmpeg 3.3.3, a DoS in mxf_read_index_entry_array() due to lack of an EOF (End of File) check might cause huge CPU consumption. When a crafted MXF file, which claims a large ""nb_index_entries"" field in the header but does not contain sufficient backing data, is provided, the loop would consume huge CPU resources, since there is no EOF check inside the loop. Moreover, this big loop can be invoked multiple times if there is more than one applicable data segment in the crafted MXF file."
12,CVE-2017-14169,20,,Bypass,2017-09-07,2017-11-03,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"In the mxf_read_primer_pack function in libavformat/mxfdec.c in FFmpeg 3.3.3, an integer signedness error might occur when a crafted file, which claims a large ""item_num"" field such as 0xffffffff, is provided. As a result, the variable ""item_num"" turns negative, bypassing the check for a large value."
13,CVE-2017-14059,399,,,2017-08-31,2017-11-03,7.1,None,Remote,Medium,Not required,None,None,Complete,"In FFmpeg 3.3.3, a DoS in cine_read_header() due to lack of an EOF check might cause huge CPU and memory consumption. When a crafted CINE file, which claims a large ""duration"" field in the header but does not contain sufficient backing data, is provided, the image-offset parsing loop would consume huge CPU and memory resources, since there is no EOF check inside the loop."
14,CVE-2017-14058,399,,DoS,2017-08-31,2017-11-03,4.3,None,Remote,Medium,Not required,None,None,Partial,"In FFmpeg 3.3.3, the read_data function in libavformat/hls.c does not restrict reload attempts for an insufficient list, which allows remote attackers to cause a denial of service (infinite loop)."
15,CVE-2017-14057,399,,,2017-08-31,2019-01-08,7.1,None,Remote,Medium,Not required,None,None,Complete,"In FFmpeg 3.3.3, a DoS in asf_read_marker() due to lack of an EOF (End of File) check might cause huge CPU and memory consumption. When a crafted ASF file, which claims a large ""name_len"" or ""count"" field in the header but does not contain sufficient backing data, is provided, the loops over the name and markers would consume huge CPU and memory resources, since there is no EOF check inside these loops."
16,CVE-2017-14056,399,,,2017-08-31,2019-01-08,7.1,None,Remote,Medium,Not required,None,None,Complete,"In libavformat/rl2.c in FFmpeg 3.3.3, a DoS in rl2_read_header() due to lack of an EOF (End of File) check might cause huge CPU and memory consumption. When a crafted RL2 file, which claims a large ""frame_count"" field in the header but does not contain sufficient backing data, is provided, the loops (for offset and size tables) would consume huge CPU and memory resources, since there is no EOF check inside these loops."
17,CVE-2017-14055,399,,,2017-08-31,2019-01-08,7.1,None,Remote,Medium,Not required,None,None,Complete,"In libavformat/mvdec.c in FFmpeg 3.3.3, a DoS in mv_read_header() due to lack of an EOF (End of File) check might cause huge CPU and memory consumption. When a crafted MV file, which claims a large ""nb_frames"" field in the header but does not contain sufficient backing data, is provided, the loop over the frames would consume huge CPU and memory resources, since there is no EOF check inside the loop."
18,CVE-2017-14054,399,,,2017-08-31,2017-11-03,7.1,None,Remote,Medium,Not required,None,None,Complete,"In libavformat/rmdec.c in FFmpeg 3.3.3, a DoS in ivr_read_header() due to lack of an EOF (End of File) check might cause huge CPU consumption. When a crafted IVR file, which claims a large ""len"" field in the header but does not contain sufficient backing data, is provided, the first type==4 loop would consume huge CPU resources, since there is no EOF check inside the loop."
19,CVE-2017-11719,125,,DoS,2017-07-28,2017-11-06,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The dnxhd_decode_header function in libavcodec/dnxhddec.c in FFmpeg through 3.3.2 allows remote attackers to cause a denial of service (out-of-array access) or possibly have unspecified other impact via a crafted DNxHD file.
20,CVE-2017-11665,20,,DoS,2017-07-27,2018-06-12,5.0,None,Remote,Low,Not required,None,None,Partial,The ff_amf_get_field_value function in libavformat/rtmppkt.c in FFmpeg 3.3.2 allows remote RTMP servers to cause a denial of service (Segmentation Violation and application crash) via a crafted stream.
21,CVE-2017-11399,125,,DoS Overflow,2017-07-17,2017-11-06,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Integer overflow in the ape_decode_frame function in libavcodec/apedec.c in FFmpeg through 3.3.2 allows remote attackers to cause a denial of service (out-of-array access and application crash) or possibly have unspecified other impact via a crafted APE file.
22,CVE-2017-9996,119,,DoS Overflow,2017-06-28,2017-07-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"The cdxl_decode_frame function in libavcodec/cdxl.c in FFmpeg 2.8.x before 2.8.12, 3.0.x before 3.0.8, 3.1.x before 3.1.8, 3.2.x before 3.2.5, and 3.3.x before 3.3.1 does not exclude the CHUNKY format, which allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted file."
23,CVE-2017-9995,119,,DoS Overflow,2017-06-28,2017-07-03,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"libavcodec/scpr.c in FFmpeg 3.3 before 3.3.1 does not properly validate height and width data, which allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted file."
24,CVE-2017-9994,119,,DoS Overflow,2017-06-28,2019-01-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"libavcodec/webp.c in FFmpeg before 2.8.12, 3.0.x before 3.0.8, 3.1.x before 3.1.8, 3.2.x before 3.2.5, and 3.3.x before 3.3.1 does not ensure that pix_fmt is set, which allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted file, related to the vp8_decode_mb_row_no_filter and pred8x8_128_dc_8_c functions."
25,CVE-2017-9993,200,,+Info,2017-06-28,2019-01-08,5.0,None,Remote,Low,Not required,Partial,None,None,"FFmpeg before 2.8.12, 3.0.x and 3.1.x before 3.1.9, 3.2.x before 3.2.6, and 3.3.x before 3.3.2 does not properly restrict HTTP Live Streaming filename extensions and demuxer names, which allows attackers to read arbitrary files via crafted playlist data."
26,CVE-2017-9992,119,,DoS Overflow,2017-06-28,2017-11-03,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in the decode_dds1 function in libavcodec/dfa.c in FFmpeg before 2.8.12, 3.0.x before 3.0.8, 3.1.x before 3.1.8, 3.2.x before 3.2.5, and 3.3.x before 3.3.1 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted file."
27,CVE-2017-9991,119,,DoS Overflow,2017-06-28,2017-07-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in the xwd_decode_frame function in libavcodec/xwddec.c in FFmpeg before 2.8.12, 3.0.x before 3.0.8, 3.1.x before 3.1.8, 3.2.x before 3.2.5, and 3.3.x before 3.3.1 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted file."
28,CVE-2017-9990,119,,DoS Overflow,2017-06-28,2017-07-05,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Stack-based buffer overflow in the color_string_to_rgba function in libavcodec/xpmdec.c in FFmpeg 3.3 before 3.3.1 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted file.
29,CVE-2017-9608,476,,DoS,2017-12-27,2018-01-17,4.3,None,Remote,Medium,Not required,None,None,Partial,"The dnxhd decoder in FFmpeg before 3.2.6, and 3.3.x before 3.3.3 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted mov file."
30,CVE-2017-7866,787,,Overflow,2017-04-14,2017-04-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,FFmpeg before 2017-01-23 has an out-of-bounds write caused by a stack-based buffer overflow related to the decode_zbuf function in libavcodec/pngdec.c.
31,CVE-2017-7865,787,,Overflow,2017-04-14,2017-04-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,FFmpeg before 2017-01-24 has an out-of-bounds write caused by a heap-based buffer overflow related to the ipvideo_decode_block_opcode_0xA function in libavcodec/interplayvideo.c and the avcodec_align_dimensions2 function in libavcodec/utils.c.
32,CVE-2017-7863,787,,Overflow,2017-04-14,2017-04-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,FFmpeg before 2017-02-04 has an out-of-bounds write caused by a heap-based buffer overflow related to the decode_frame_common function in libavcodec/pngdec.c.
33,CVE-2017-7862,787,,Overflow,2017-04-14,2018-11-27,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,FFmpeg before 2017-02-07 has an out-of-bounds write caused by a heap-based buffer overflow related to the decode_frame function in libavcodec/pictordec.c.
34,CVE-2017-7859,787,,Overflow,2017-04-14,2017-04-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,FFmpeg before 2017-03-05 has an out-of-bounds write caused by a heap-based buffer overflow related to the ff_h264_slice_context_init function in libavcodec/h264dec.c.
35,CVE-2016-10192,119,,Exec Code Overflow,2017-02-09,2017-02-24,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in ffserver.c in FFmpeg before 2.8.10, 3.0.x before 3.0.5, 3.1.x before 3.1.6, and 3.2.x before 3.2.2 allows remote attackers to execute arbitrary code by leveraging failure to check chunk size."
36,CVE-2016-10191,119,,Exec Code Overflow,2017-02-09,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in libavformat/rtmppkt.c in FFmpeg before 2.8.10, 3.0.x before 3.0.5, 3.1.x before 3.1.6, and 3.2.x before 3.2.2 allows remote attackers to execute arbitrary code by leveraging failure to check for RTMP packet size mismatches."
37,CVE-2016-10190,119,,Exec Code Overflow,2017-02-09,2018-12-21,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Heap-based buffer overflow in libavformat/http.c in FFmpeg before 2.8.10, 3.0.x before 3.0.5, 3.1.x before 3.1.6, and 3.2.x before 3.2.2 allows remote web servers to execute arbitrary code via a negative chunk size in an HTTP response."
38,CVE-2016-6920,119,,DoS Overflow,2017-01-23,2018-10-09,5.0,None,Remote,Low,Not required,None,None,Partial,Heap-based buffer overflow in the decode_block function in libavcodec/exr.c in FFmpeg before 3.1.3 allows remote attackers to cause a denial of service (application crash) via vectors involving tile positions.
39,CVE-2016-6164,190,,Overflow,2017-01-23,2017-01-31,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Integer overflow in the mov_build_index function in libavformat/mov.c in FFmpeg before 2.8.8, 3.0.x before 3.0.3 and 3.1.x before 3.1.1 allows remote attackers to have unspecified impact via vectors involving sample size."
40,CVE-2013-0870,,,,2017-08-28,2017-09-04,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,The 'vp3_decode_frame' function in FFmpeg 1.1.4 moves threads check out of header packet type check.
41,CVE-2012-5361,119,,Exec Code Overflow,2017-03-20,2018-02-08,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Libavcodec in FFmpeg before 0.11 allows remote attackers to execute arbitrary code via a crafted WMV file.
42,CVE-2012-2805,404,,DoS,2017-08-28,2017-08-31,5.0,None,Remote,Low,Not required,None,None,Partial,Unspecified vulnerability in FFMPEG 0.10 allows remote attackers to cause a denial of service.
